priority,category,channel,customer_tier,assigned_group,num_reassignments,response_time_first,sla_breached,resolution_seconds,time_to_deadline_seconds
P4,hardware,portal,standard,team_c,0,10.91725931,0,,172800.0
P4,hardware,email,standard,team_b,0,83.7871618,0,,172800.0
P4,network,chat,enterprise,team_d,0,112.6367691,0,72892170.0,172800.0
P4,hardware,email,enterprise,team_b,0,28.9785738,0,,172800.0
P3,billing,phone,enterprise,team_d,2,10.7633076,1,,86400.0
P3,software,chat,enterprise,team_a,0,4.708170459,0,,86400.0
P4,software,chat,standard,team_a,0,14.58669746,0,,172800.0
P3,network,chat,standard,team_a,0,233.7833343,0,,86400.0
P4,network,email,enterprise,team_b,0,11.19951408,1,,172800.0
P2,network,email,enterprise,team_c,1,5.406446603,1,,28800.0
P4,software,chat,enterprise,team_c,2,92.35932672,1,,172800.0
P3,network,portal,standard,team_d,0,57.33488013,1,,86400.0
P2,software,chat,vip,team_b,0,45.92002532,1,84211860.0,28800.0
P4,network,portal,standard,team_c,1,35.63640914,0,,172800.0
P3,software,chat,standard,team_b,0,72.60776052,1,,86400.0
P2,network,phone,standard,team_b,0,71.91026571,0,,28800.0
P2,hardware,chat,enterprise,team_a,0,33.14323884,1,85913274.0,28800.0
P1,network,phone,standard,team_c,0,16.01223608,0,87115536.0,14400.0
P1,software,email,standard,team_c,0,110.4305644,1,76320480.0,14400.0
P3,software,chat,standard,team_a,0,10.79227945,1,,86400.0
P4,network,phone,standard,team_c,1,45.8149916,0,,172800.0
P3,billing,portal,enterprise,team_b,0,70.79079489,0,,86400.0
P3,hardware,portal,standard,team_c,0,61.11219369,0,66333918.0,86400.0
P4,software,email,standard,team_b,0,57.86497408,0,,172800.0
P3,hardware,phone,enterprise,team_a,0,65.17248749,1,,86400.0
P3,billing,portal,standard,team_b,0,125.0816788,0,71883456.0,86400.0
P3,billing,email,standard,team_b,0,27.2849216,1,72758442.0,86400.0
P3,network,email,enterprise,team_b,1,59.24086823,1,76787328.0,86400.0
P2,billing,email,standard,team_d,0,71.63475091,1,64978980.0,28800.0
P4,billing,portal,enterprise,team_b,0,53.54369452,0,,172800.0
P1,software,chat,standard,team_a,0,139.9842924,1,62854476.0,14400.0
P3,hardware,portal,standard,team_a,0,63.81418784,1,,86400.0
P2,network,phone,standard,team_a,1,33.14356936,0,,28800.0
P3,billing,phone,enterprise,team_a,1,112.0875062,0,,86400.0
P3,network,email,standard,team_d,1,40.3498709,1,,86400.0
P3,billing,phone,enterprise,team_d,1,45.32220216,1,,86400.0
P2,billing,chat,enterprise,team_d,0,52.3765644,0,78608892.0,28800.0
P2,software,email,standard,team_d,0,23.38596102,1,74815758.0,28800.0
P4,billing,chat,standard,team_d,1,76.92467382,1,,172800.0
P2,software,email,standard,team_c,0,6.196839944,1,67156458.0,28800.0
P4,network,portal,standard,team_d,1,121.8844491,0,,172800.0
P3,network,email,standard,team_d,0,84.27672723,0,,86400.0
P1,software,phone,standard,team_a,0,26.18315829,1,,14400.0
P2,software,chat,standard,team_b,0,15.40148532,0,,28800.0
P4,hardware,chat,standard,team_c,0,29.45137528,0,72720108.0,172800.0
P3,billing,chat,standard,team_c,0,98.10152309,0,61201014.0,86400.0
P2,software,phone,enterprise,team_b,0,1.924793668,1,,28800.0
P4,software,email,standard,team_a,1,37.85816553,0,,172800.0
P4,billing,chat,standard,team_a,1,17.59064569,0,82413984.0,172800.0
P3,network,portal,enterprise,team_b,0,124.743169,0,,86400.0
P3,network,email,standard,team_c,0,32.04991045,0,,86400.0
P2,software,phone,enterprise,team_d,1,71.81949934,1,,28800.0
P1,billing,portal,standard,team_d,0,26.57997173,0,,14400.0
P3,software,portal,standard,team_b,2,24.00176463,0,,86400.0
P4,hardware,phone,standard,team_a,0,23.66019431,1,81012048.0,172800.0
P3,billing,phone,enterprise,team_a,1,68.02476907,1,63271710.0,86400.0
P3,billing,phone,standard,team_d,0,199.857019,0,,86400.0
P3,software,portal,standard,team_b,0,14.00260044,1,,86400.0
P3,hardware,email,enterprise,team_b,0,61.95282935,0,79652688.0,86400.0
P3,software,portal,enterprise,team_c,2,18.50856115,1,81845142.0,86400.0
P3,billing,chat,vip,team_d,0,47.82386461,0,,86400.0
P1,hardware,phone,enterprise,team_a,1,46.80063638,1,,14400.0
P4,software,phone,standard,team_c,0,35.87524055,1,79094742.0,172800.0
P2,billing,portal,standard,team_c,1,41.42634874,1,,28800.0
P3,network,email,standard,team_d,0,127.3314977,0,,86400.0
P3,network,chat,standard,team_a,0,5.566701916,1,,86400.0
P4,hardware,portal,standard,team_d,2,106.417426,1,78804780.0,172800.0
P4,network,chat,standard,team_d,0,37.22875732,0,,172800.0
P2,billing,email,standard,team_d,0,24.35137429,1,64521498.0,28800.0
P3,hardware,email,enterprise,team_d,1,11.69858776,0,77773656.0,86400.0
P2,billing,phone,standard,team_b,1,101.1812299,0,,28800.0
P2,network,chat,standard,team_a,0,53.79549712,0,85051992.0,28800.0
P4,network,chat,enterprise,team_c,0,78.20012967,1,,172800.0
P2,software,chat,standard,team_a,2,22.69696813,0,,28800.0
P2,software,phone,enterprise,team_b,0,29.94956262,1,92198988.0,28800.0
P2,billing,chat,vip,team_d,0,146.9564311,0,,28800.0
P3,software,email,standard,team_b,0,194.9327145,0,,86400.0
P4,software,email,standard,team_c,0,80.78800969,1,86133234.0,172800.0
P2,hardware,portal,standard,team_a,2,83.04006324,1,81426600.0,28800.0
P3,billing,portal,standard,team_d,0,71.1287477,1,77651382.0,86400.0
P3,software,portal,standard,team_c,1,53.08896811,1,,86400.0
P3,hardware,email,vip,team_c,0,54.24369827,1,,86400.0
P3,software,chat,standard,team_a,0,199.1265605,0,,86400.0
P3,billing,portal,standard,team_b,0,83.39682789,1,75548220.0,86400.0
P3,billing,chat,standard,team_b,0,63.91203694,1,,86400.0
P4,network,portal,enterprise,team_d,0,12.57438312,1,,172800.0
P1,hardware,portal,standard,team_d,0,226.5289524,0,68545290.0,14400.0
P1,network,chat,standard,team_c,2,44.07483293,1,,14400.0
P4,billing,chat,enterprise,team_b,2,172.6377455,0,87689550.0,172800.0
P4,hardware,email,standard,team_c,0,75.01305553,0,83319252.0,172800.0
P4,network,email,standard,team_a,2,2.45437234,0,62769738.0,172800.0
P3,software,email,standard,team_a,0,46.46084845,0,63161262.0,86400.0
P3,hardware,phone,enterprise,team_b,0,133.9175997,1,87053394.0,86400.0
P3,billing,portal,vip,team_d,1,3.190167545,0,,86400.0
P1,hardware,chat,standard,team_b,1,120.9215851,1,,14400.0
P4,hardware,chat,standard,team_c,0,57.02053131,0,,172800.0
P3,network,email,standard,team_d,0,2.732942843,0,,86400.0
P4,billing,phone,enterprise,team_d,1,28.06580816,0,,172800.0
P3,billing,portal,standard,team_a,1,1.838105598,1,,86400.0
P2,billing,email,standard,team_a,2,0.103066337,1,,28800.0
P3,hardware,phone,standard,team_a,1,136.0476325,0,,86400.0
P1,hardware,phone,standard,team_c,0,82.8374204,1,,14400.0
P4,billing,portal,standard,team_c,0,20.50481601,1,70424352.0,172800.0
P3,hardware,chat,enterprise,team_d,0,7.242700009,1,,86400.0
P3,hardware,chat,standard,team_c,0,3.358205362,0,77148216.0,86400.0
P4,billing,portal,standard,team_a,0,149.4958169,1,81419556.0,172800.0
P4,hardware,email,standard,team_b,0,58.93891775,1,,172800.0
P4,network,portal,enterprise,team_a,1,10.50113706,0,,172800.0
P2,network,email,enterprise,team_b,1,68.64080322,0,,28800.0
P4,billing,portal,vip,team_c,0,408.2424382,0,68600652.0,172800.0
P4,network,chat,standard,team_c,0,93.07790125,0,63277896.0,172800.0
P3,network,email,standard,team_c,1,35.49311382,1,,86400.0
P2,software,portal,enterprise,team_c,0,100.9775339,1,80810316.0,28800.0
P4,hardware,portal,enterprise,team_a,0,81.82659173,0,,172800.0
P4,hardware,email,enterprise,team_c,1,5.56990627,1,,172800.0
P4,hardware,chat,standard,team_a,0,155.9759345,1,,172800.0
P2,hardware,email,standard,team_d,0,129.3033332,0,88040388.0,28800.0
P2,network,chat,standard,team_a,0,53.57782449,0,,28800.0
P3,hardware,portal,standard,team_d,1,42.57479233,1,84154254.0,86400.0
P3,billing,phone,standard,team_c,1,15.5061468,1,69160242.0,86400.0
P3,software,chat,standard,team_b,0,107.9117804,0,90390972.0,86400.0
P2,software,chat,standard,team_d,0,33.92603383,0,,28800.0
P2,network,chat,standard,team_b,0,51.95107161,1,70404516.0,28800.0
P3,software,phone,standard,team_c,1,11.18609924,1,72064518.0,86400.0
P2,network,email,standard,team_c,0,14.43438081,1,87279666.0,28800.0
P3,network,portal,enterprise,team_c,1,252.7930546,0,78228156.0,86400.0
P3,software,chat,standard,team_a,2,40.87311301,0,,86400.0
P3,hardware,phone,standard,team_c,0,101.4853858,0,,86400.0
P4,software,phone,enterprise,team_b,0,106.2221929,1,,172800.0
P2,network,chat,standard,team_d,2,239.4325868,1,,28800.0
P4,hardware,phone,vip,team_b,0,244.1347,0,,172800.0
P4,network,portal,standard,team_c,0,36.63383158,0,,172800.0
P3,hardware,email,vip,team_b,1,180.1296264,1,,86400.0
P4,hardware,email,standard,team_d,0,27.29076945,0,,172800.0
P2,software,phone,standard,team_a,0,56.13439608,1,88500000.0,28800.0
P3,billing,chat,standard,team_a,0,103.4614482,1,70146708.0,86400.0
P1,billing,portal,standard,team_c,0,147.0557361,1,,14400.0
P3,billing,email,standard,team_a,0,44.51998305,1,,86400.0
P3,billing,portal,standard,team_a,0,32.46260277,0,,86400.0
P3,network,email,standard,team_b,0,78.23157826,1,63150852.0,86400.0
P1,billing,chat,standard,team_b,0,36.52037368,0,77522400.0,14400.0
P1,billing,portal,standard,team_a,0,66.84818733,0,86629140.0,14400.0
P3,billing,phone,standard,team_b,1,97.84548726,0,,86400.0
P2,network,phone,standard,team_b,1,110.3791094,0,66372744.0,28800.0
P4,network,email,standard,team_b,1,17.60704409,0,,172800.0
P3,software,chat,standard,team_d,0,50.84200871,0,,86400.0
P3,hardware,chat,standard,team_c,1,1.52117703,1,64689498.0,86400.0
P1,software,portal,standard,team_c,0,95.89688616,1,72255300.0,14400.0
P2,billing,chat,enterprise,team_d,0,8.018410062,1,64310904.0,28800.0
P3,hardware,phone,enterprise,team_d,1,123.1957925,0,86438964.0,86400.0
P4,network,chat,enterprise,team_a,0,31.33439163,1,,172800.0
P3,hardware,portal,standard,team_a,2,10.98262505,1,82351410.0,86400.0
P4,network,chat,standard,team_d,0,95.32370485,0,,172800.0
P4,network,phone,enterprise,team_b,1,13.41009595,1,,172800.0
P1,network,email,standard,team_d,0,30.09358843,1,,14400.0
P4,network,portal,standard,team_a,0,50.20390025,1,,172800.0
P3,hardware,chat,standard,team_b,0,26.78003296,0,68773002.0,86400.0
P4,software,chat,enterprise,team_b,0,11.83603075,0,,172800.0
P3,hardware,portal,enterprise,team_d,1,31.26203267,1,,86400.0
P2,software,portal,enterprise,team_b,0,9.346225395,0,,28800.0
P4,billing,phone,standard,team_b,0,76.19724062,1,,172800.0
P2,billing,portal,standard,team_b,1,11.28866604,1,,28800.0
P4,network,phone,standard,team_a,0,39.5111278,1,,172800.0
P2,software,email,enterprise,team_c,0,49.31043536,0,,28800.0
P3,billing,email,standard,team_d,1,174.0983948,1,,86400.0
P3,software,chat,enterprise,team_a,2,4.889418313,1,64685310.0,86400.0
P4,software,phone,standard,team_c,0,159.9471125,1,,172800.0
P2,billing,portal,enterprise,team_d,1,14.00878396,0,,28800.0
P3,hardware,chat,enterprise,team_d,0,110.3070183,0,,86400.0
P3,network,chat,enterprise,team_b,0,5.691303779,0,81035316.0,86400.0
P4,billing,chat,standard,team_b,0,268.9897773,0,86633298.0,172800.0
P3,software,chat,enterprise,team_b,0,98.90093931,1,,86400.0
P3,software,email,enterprise,team_d,1,3.901188575,1,,86400.0
P3,software,phone,enterprise,team_a,0,14.45638639,0,,86400.0
P2,hardware,phone,enterprise,team_a,1,47.71677382,0,,28800.0
P4,network,portal,standard,team_d,1,44.48632155,1,,172800.0
P1,billing,email,vip,team_c,2,59.53674565,0,,14400.0
P4,billing,chat,enterprise,team_d,0,37.36206977,1,71522700.0,172800.0
P3,software,portal,enterprise,team_a,2,79.49261112,0,,86400.0
P2,network,portal,standard,team_b,0,25.70734713,1,73430406.0,28800.0
P3,network,phone,standard,team_b,0,11.64325929,0,77180370.0,86400.0
P4,network,portal,enterprise,team_d,1,2.061791667,1,,172800.0
P3,billing,phone,enterprise,team_c,1,23.56172448,1,,86400.0
P2,network,chat,standard,team_c,0,33.39948739,1,,28800.0
P1,network,portal,standard,team_b,1,64.5644599,0,68364000.0,14400.0
P4,billing,portal,enterprise,team_b,0,98.53513146,0,,172800.0
P3,billing,phone,standard,team_c,1,16.47116897,0,,86400.0
P4,software,phone,vip,team_a,1,40.7786346,0,,172800.0
P3,network,chat,standard,team_d,0,15.97354466,0,73941624.0,86400.0
P3,software,email,standard,team_c,0,181.1589091,0,,86400.0
P3,network,chat,enterprise,team_b,0,62.57023854,1,,86400.0
P3,billing,portal,standard,team_a,1,67.97404056,1,,86400.0
P4,billing,portal,enterprise,team_b,1,45.45783331,0,,172800.0
P3,billing,chat,standard,team_c,0,19.86291885,0,,86400.0
P2,billing,chat,standard,team_d,0,13.42086281,1,84754578.0,28800.0
P3,hardware,phone,standard,team_b,1,64.13951273,0,,86400.0
P3,network,phone,enterprise,team_a,0,152.8379666,0,,86400.0
P4,network,chat,standard,team_b,2,14.36351796,0,,172800.0
P4,billing,email,standard,team_c,0,50.88489686,1,65086752.0,172800.0
P3,hardware,email,enterprise,team_c,0,45.21524307,0,,86400.0
P3,network,email,enterprise,team_b,1,61.57522544,0,,86400.0
P3,network,email,enterprise,team_c,2,53.17333279,0,79665204.0,86400.0
P4,network,phone,standard,team_b,1,19.11277918,1,77304606.0,172800.0
P4,software,phone,standard,team_c,1,70.55066686,1,68354934.0,172800.0
P4,hardware,chat,enterprise,team_a,1,19.10165872,1,,172800.0
P2,network,portal,standard,team_a,0,63.50473712,0,,28800.0
P3,billing,chat,standard,team_c,0,21.39478432,1,88573962.0,86400.0
P2,network,chat,standard,team_b,0,5.161109976,1,,28800.0
P3,software,email,enterprise,team_c,1,8.164532785,0,,86400.0
P1,software,chat,standard,team_b,1,107.7808478,1,63604068.0,14400.0
P2,software,phone,standard,team_c,1,7.762477685,1,,28800.0
P3,hardware,chat,standard,team_a,0,24.07463167,1,,86400.0
P3,hardware,email,standard,team_b,0,20.35046016,0,,86400.0
P2,hardware,portal,enterprise,team_d,0,3.576065205,1,,28800.0
P2,network,email,standard,team_a,0,54.90541717,0,,28800.0
P4,billing,chat,standard,team_b,0,96.20301786,0,,172800.0
P2,software,chat,standard,team_d,0,292.2246531,1,75284760.0,28800.0
P4,hardware,chat,enterprise,team_d,1,164.9624189,1,,172800.0
P3,billing,phone,standard,team_a,0,3.035051384,1,85408866.0,86400.0
P4,billing,phone,enterprise,team_c,1,17.86464742,0,89635542.0,172800.0
P2,network,email,standard,team_d,1,31.87376858,0,82641138.0,28800.0
P2,billing,email,standard,team_d,0,124.7733796,1,,28800.0
P3,network,chat,enterprise,team_d,0,26.78517465,0,,86400.0
P4,software,email,standard,team_b,0,50.68180293,0,,172800.0
P2,network,portal,enterprise,team_d,0,64.65679867,0,87890244.0,28800.0
P1,software,email,vip,team_c,1,21.22578581,1,,14400.0
P4,software,portal,vip,team_d,2,52.32789707,0,,172800.0
P2,billing,phone,enterprise,team_c,1,3.133550401,1,88742790.0,28800.0
P2,billing,email,standard,team_b,0,39.25673993,1,85761042.0,28800.0
P4,network,chat,enterprise,team_c,1,28.5406124,1,76213104.0,172800.0
P4,software,phone,standard,team_a,3,26.38053393,0,87815064.0,172800.0
P3,network,portal,standard,team_c,0,16.06436724,0,84813570.0,86400.0
P4,billing,chat,standard,team_a,0,102.1373649,0,82941246.0,172800.0
P3,network,portal,standard,team_a,2,128.1851018,1,,86400.0
P1,hardware,email,standard,team_b,2,131.4242508,0,70871340.0,14400.0
P4,software,portal,enterprise,team_d,2,30.26149334,1,,172800.0
P3,software,email,standard,team_c,0,17.99834121,0,82005618.0,86400.0
P3,hardware,phone,standard,team_b,1,6.215877032,1,86509146.0,86400.0
P4,network,email,enterprise,team_b,0,66.95912027,1,87100464.0,172800.0
P2,software,phone,standard,team_a,0,24.04367962,1,64082532.0,28800.0
P3,network,chat,enterprise,team_a,0,19.43307396,1,75807834.0,86400.0
P3,software,email,enterprise,team_c,1,27.85924795,0,76034910.0,86400.0
P2,network,portal,standard,team_a,0,48.54361454,0,,28800.0
P3,network,chat,standard,team_c,0,10.59887983,0,67642560.0,86400.0
P3,network,phone,enterprise,team_c,0,195.1731847,0,,86400.0
P4,billing,portal,standard,team_c,2,79.14373952,1,,172800.0
P4,billing,portal,standard,team_a,0,2.874929612,1,,172800.0
P3,hardware,email,standard,team_b,0,21.98514606,0,69683826.0,86400.0
P3,software,portal,enterprise,team_b,2,3.094806689,0,84058530.0,86400.0
P3,software,phone,standard,team_b,0,15.6420964,0,,86400.0
P3,network,email,enterprise,team_c,0,20.26201417,1,81537948.0,86400.0
P2,hardware,email,standard,team_d,1,75.94657943,1,,28800.0
P3,billing,email,enterprise,team_d,1,76.1085154,1,,86400.0
P3,network,phone,vip,team_b,1,2.783078031,1,75409590.0,86400.0
P3,hardware,chat,enterprise,team_b,0,53.222508,0,,86400.0
P4,software,portal,vip,team_a,0,194.5142848,1,81861780.0,172800.0
P2,billing,email,standard,team_a,0,59.39059266,0,,28800.0
P3,hardware,chat,vip,team_a,1,193.9592067,0,,86400.0
P3,billing,chat,standard,team_c,4,28.73628056,1,89046036.0,86400.0
P3,network,chat,standard,team_d,0,36.9465391,0,,86400.0
P1,network,phone,standard,team_c,1,41.04964225,1,78482874.0,14400.0
P3,network,phone,standard,team_d,1,154.5795635,0,,86400.0
P2,software,portal,standard,team_d,2,28.70935289,0,,28800.0
P4,billing,chat,standard,team_d,1,245.9677282,1,68489604.0,172800.0
P4,software,phone,standard,team_a,0,47.00086285,0,90946800.0,172800.0
P2,network,phone,standard,team_c,0,14.76329562,0,,28800.0
P2,hardware,phone,standard,team_a,0,6.568005993,0,,28800.0
P2,network,chat,standard,team_b,1,11.3878036,1,73510320.0,28800.0
P2,billing,phone,vip,team_c,0,2.404507842,0,,28800.0
P2,network,email,standard,team_d,0,70.71979917,0,,28800.0
P2,network,email,standard,team_c,2,43.6524156,1,86990940.0,28800.0
P3,hardware,phone,standard,team_d,1,80.34721986,1,67585320.0,86400.0
P3,hardware,email,standard,team_b,0,91.46779996,0,,86400.0
P3,software,portal,enterprise,team_d,0,160.7355471,0,,86400.0
P3,billing,phone,standard,team_d,0,7.465691069,1,,86400.0
P4,software,chat,standard,team_c,0,12.35530539,0,,172800.0
P4,hardware,email,standard,team_a,0,47.68081137,0,63957924.0,172800.0
P3,billing,portal,standard,team_a,1,8.322926997,1,81040788.0,86400.0
P1,network,phone,enterprise,team_a,0,5.838364165,1,,14400.0
P2,network,email,vip,team_d,0,65.85753433,1,73533318.0,28800.0
P2,software,portal,standard,team_a,0,77.39614186,1,,28800.0
P3,software,chat,standard,team_d,0,111.2438186,1,83203626.0,86400.0
P3,network,email,enterprise,team_d,0,148.4356371,1,76902282.0,86400.0
P3,software,phone,standard,team_a,0,35.05750677,1,91012932.0,86400.0
P2,hardware,phone,enterprise,team_d,0,234.3455743,0,,28800.0
P4,billing,chat,standard,team_b,0,2.317401841,0,63580758.0,172800.0
P2,billing,phone,vip,team_d,1,122.4721811,1,,28800.0
P2,hardware,portal,standard,team_c,0,23.27011314,0,71470512.0,28800.0
P3,network,phone,enterprise,team_c,0,152.8435743,0,,86400.0
P2,software,email,standard,team_d,0,15.10835423,1,75173724.0,28800.0
P3,hardware,portal,standard,team_a,1,81.05416304,1,,86400.0
P4,hardware,email,standard,team_a,0,33.25079682,1,,172800.0
P4,hardware,chat,standard,team_a,1,28.8240745,1,,172800.0
P2,software,portal,standard,team_c,0,3.675479361,1,,28800.0
P3,software,phone,standard,team_b,2,73.43251845,0,84703158.0,86400.0
P3,network,email,standard,team_c,0,11.56797434,0,66160854.0,86400.0
P4,network,chat,standard,team_b,0,37.30466774,1,74848572.0,172800.0
P4,billing,portal,standard,team_d,0,9.140706643,0,,172800.0
P2,network,portal,standard,team_c,0,55.65290446,0,,28800.0
P4,billing,email,enterprise,team_d,1,15.7646365,0,,172800.0
P2,hardware,phone,enterprise,team_c,0,54.14275641,0,66576804.0,28800.0
P3,software,portal,enterprise,team_b,1,175.8144054,0,,86400.0
P3,hardware,portal,standard,team_b,1,152.2365791,1,,86400.0
P2,network,chat,enterprise,team_b,0,13.42345012,1,,28800.0
P4,billing,chat,enterprise,team_c,1,6.267362786,1,68620368.0,172800.0
P3,hardware,email,enterprise,team_c,0,2.615869511,1,,86400.0
P4,software,chat,standard,team_b,0,105.791937,0,,172800.0
P4,software,portal,standard,team_a,1,17.20555648,0,72229890.0,172800.0
P4,software,portal,enterprise,team_b,0,20.03925815,0,73294152.0,172800.0
P3,hardware,email,standard,team_a,2,15.39002116,1,,86400.0
P4,network,chat,standard,team_a,2,109.9863793,0,,172800.0
P3,network,phone,enterprise,team_d,0,231.5146087,0,,86400.0
P4,hardware,phone,enterprise,team_a,0,84.43555196,1,,172800.0
P2,hardware,portal,standard,team_b,2,104.0925381,0,62110734.0,28800.0
P3,hardware,chat,standard,team_c,0,58.13411374,0,,86400.0
P4,hardware,chat,standard,team_d,1,45.14516386,0,84881790.0,172800.0
P4,software,chat,standard,team_d,1,76.71704087,1,,172800.0
P4,hardware,email,standard,team_c,1,2.185082297,0,63154494.0,172800.0
P1,network,phone,enterprise,team_c,0,3.801986137,1,,14400.0
P3,billing,portal,standard,team_b,0,69.74557415,0,,86400.0
P3,hardware,phone,standard,team_c,1,24.48440723,0,,86400.0
P3,software,chat,enterprise,team_a,0,40.26369514,0,,86400.0
P3,network,portal,standard,team_a,0,91.39356631,1,81965922.0,86400.0
P2,hardware,chat,vip,team_d,1,51.64538853,0,,28800.0
P4,software,phone,enterprise,team_b,0,98.1659742,0,91941798.0,172800.0
P4,hardware,email,standard,team_a,0,32.59630536,1,62804790.0,172800.0
P1,network,phone,standard,team_c,1,20.33206787,0,,14400.0
P2,billing,chat,standard,team_d,1,16.05997661,1,82816776.0,28800.0
P2,network,phone,enterprise,team_c,1,8.471763838,0,,28800.0
P3,network,chat,standard,team_a,1,2.24943563,1,,86400.0
P4,billing,phone,standard,team_d,0,3.276813222,1,,172800.0
P1,hardware,chat,enterprise,team_d,0,18.96479629,0,67434222.0,14400.0
P3,hardware,phone,enterprise,team_c,1,19.57810582,1,,86400.0
P2,network,chat,standard,team_c,0,28.85509343,0,,28800.0
P4,software,email,standard,team_c,1,53.73304371,1,91382472.0,172800.0
P4,billing,email,standard,team_c,3,85.45212017,0,,172800.0
P4,hardware,chat,standard,team_d,1,13.2167351,0,,172800.0
P2,software,email,standard,team_d,1,85.43931927,1,,28800.0
P3,hardware,phone,standard,team_b,0,8.978916707,1,87491058.0,86400.0
P2,network,portal,standard,team_a,0,268.9432903,1,,28800.0
P3,software,chat,standard,team_c,1,20.13119919,0,76082082.0,86400.0
P2,hardware,email,standard,team_c,0,108.9637499,1,,28800.0
P4,network,portal,standard,team_b,0,12.67777757,0,,172800.0
P3,network,portal,standard,team_b,0,180.5202738,1,82349244.0,86400.0
P3,billing,portal,standard,team_b,1,105.1385218,0,,86400.0
P4,network,chat,standard,team_d,1,26.71999664,1,69014052.0,172800.0
P3,billing,chat,standard,team_d,0,32.83607154,1,,86400.0
P2,billing,portal,standard,team_d,1,0.230722651,1,91478490.0,28800.0
P3,network,portal,enterprise,team_d,1,17.37561344,1,,86400.0
P4,software,phone,standard,team_a,1,20.48999355,1,75798900.0,172800.0
P3,billing,email,standard,team_c,0,36.16973353,0,64729326.0,86400.0
P3,hardware,email,standard,team_b,1,8.983117932,0,75919218.0,86400.0
P4,network,chat,standard,team_c,0,39.09347434,1,,172800.0
P3,software,chat,standard,team_d,0,66.24194444,0,,86400.0
P4,billing,chat,standard,team_a,0,27.84437566,0,,172800.0
P2,hardware,phone,standard,team_d,0,15.85319059,0,63320076.0,28800.0
P3,billing,email,enterprise,team_c,1,47.60676327,0,,86400.0
P2,software,portal,enterprise,team_a,0,1.765969814,0,,28800.0
P3,billing,portal,standard,team_b,0,25.00710687,1,68647248.0,86400.0
P2,hardware,chat,standard,team_a,0,44.99451243,1,,28800.0
P2,billing,phone,standard,team_b,0,24.5541861,1,68366850.0,28800.0
P2,network,chat,standard,team_b,0,25.42673557,1,69483750.0,28800.0
P3,network,email,vip,team_a,0,113.1497036,1,,86400.0
P2,billing,portal,standard,team_d,1,163.0785665,1,,28800.0
P4,hardware,email,standard,team_b,0,105.4041541,0,,172800.0
P2,software,email,standard,team_b,0,6.246175078,1,,28800.0
P3,software,email,standard,team_d,0,20.52765722,0,,86400.0
P1,hardware,email,standard,team_a,0,74.54086079,1,74400684.0,14400.0
P2,network,chat,standard,team_a,0,219.8928913,0,,28800.0
P4,billing,email,enterprise,team_c,1,16.6466039,1,,172800.0
P4,billing,email,standard,team_b,0,137.0908871,0,,172800.0
P4,hardware,email,standard,team_d,0,80.59753772,1,92277582.0,172800.0
P3,billing,chat,enterprise,team_c,2,246.0834789,1,,86400.0
P2,hardware,portal,enterprise,team_b,0,5.895513114,0,,28800.0
P2,software,portal,standard,team_c,1,30.1263995,1,,28800.0
P3,software,email,standard,team_d,1,39.01848158,1,,86400.0
P4,billing,portal,standard,team_d,0,66.89961651,1,,172800.0
P4,software,email,standard,team_a,1,63.67414123,1,68730648.0,172800.0
P2,software,phone,standard,team_c,1,142.0884685,1,,28800.0
P3,billing,portal,enterprise,team_c,0,109.4593607,0,63178122.0,86400.0
P2,billing,chat,standard,team_d,0,3.417887275,1,64670784.0,28800.0
P4,hardware,portal,standard,team_a,0,39.99500334,1,,172800.0
P2,software,chat,standard,team_b,1,31.35984842,1,80657844.0,28800.0
P3,hardware,phone,standard,team_c,0,351.5123173,1,,86400.0
P4,network,portal,standard,team_a,1,33.43921588,0,64283424.0,172800.0
P4,hardware,email,standard,team_b,0,68.85916651,0,76559934.0,172800.0
P1,hardware,email,standard,team_d,1,20.08050353,1,77779338.0,14400.0
P1,network,portal,standard,team_b,1,57.21291948,1,63176946.0,14400.0
P4,hardware,chat,standard,team_c,3,13.8881686,1,77016348.0,172800.0
P3,software,portal,standard,team_a,1,55.52089601,1,84090612.0,86400.0
P4,network,phone,standard,team_b,0,121.5837358,1,,172800.0
P2,network,email,standard,team_c,0,1.165514747,1,82742052.0,28800.0
P4,software,phone,standard,team_b,0,42.14173974,0,79677462.0,172800.0
P4,network,email,enterprise,team_a,0,242.2913219,0,,172800.0
P4,software,email,standard,team_a,0,10.40854937,0,68809944.0,172800.0
P3,network,chat,enterprise,team_d,1,12.15725982,0,,86400.0
P2,hardware,email,enterprise,team_c,0,38.18602033,0,,28800.0
P2,hardware,portal,standard,team_a,1,122.8734006,1,80758968.0,28800.0
P4,billing,email,standard,team_c,2,49.63632854,0,63467196.0,172800.0
P2,billing,email,standard,team_d,0,42.64307612,0,,28800.0
P2,billing,portal,standard,team_c,1,5.445200579,0,,28800.0
P2,hardware,portal,enterprise,team_b,0,196.188069,1,,28800.0
P4,software,chat,standard,team_b,0,25.58134213,0,78507954.0,172800.0
P4,billing,phone,standard,team_c,0,17.40567098,1,,172800.0
P4,billing,email,standard,team_d,0,31.83557746,0,,172800.0
P3,network,chat,standard,team_c,1,32.08478363,1,65771094.0,86400.0
P4,hardware,phone,standard,team_a,0,36.80840142,1,,172800.0
P1,network,email,standard,team_c,1,69.9887152,1,79935588.0,14400.0
P4,network,chat,standard,team_d,2,121.4729193,1,,172800.0
